Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,PM10,PM25,NO2
10/27/2023,79,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,43,30,79,21
10/27/2024,37,Ozone,Paradise-Clark,06-007-2003,AQS,2,37,15,18,3
10/28/2018,59,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,37,25,59,10
10/28/2019,42,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,35,32,42,19
10/28/2020,62,PM10,Chico-East Avenue,06-007-0008,AQS,5,58,62,58,18
10/28/2021,47,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,32,15,47,16
10/28/2022,46,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,45,39,46,25
10/28/2023,64,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,40,22,64,16
10/28/2024,37,Ozone,Paradise-Clark,06-007-2003,AQS,2,37,12,17,15
10/29/2018,56,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,39,27,56,3
10/29/2019,51,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,35,34,51,24
10/29/2020,66,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,58,59,66,24
10/29/2021,60,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,28,22,60,14
10/29/2022,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,44,22,53,21
10/29/2023,39,Ozone,Paradise - Airport,06-007-0007,AQS,5,39,11,38,17
10/29/2024,32,Ozone,Paradise-Clark,06-007-2003,AQS,3,32,13,22,18
10/30/2018,63,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,39,22,63,13
10/30/2019,44,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,38,27,44,25
10/30/2020,68,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,49,53,68,25
10/30/2021,40,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,30,10,40,7
10/30/2022,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,43,19,55,14
10/30/2023,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,41,19,52,22
10/30/2024,45,PM10,Chico-East Avenue,06-007-0008,AQS,5,39,45,31,16
10/31/2018,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,39,31,51,24
10/31/2019,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,38,29,52,25
10/31/2020,73,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,47,44,73,26
10/31/2021,33,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,31,8,33,13
10/31/2022,56,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,43,41,56,22
10/31/2023,65,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,41,21,65,22
10/31/2024,37,Ozone,Chico-East Avenue,06-007-0008,AQS,3,37,7,27,10
11/13/2018,238,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,24,3,106,238,24
11/13/2019,68,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,8,34,41,68,35
11/13/2020,56,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,37,21,56,9
11/13/2021,54,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,20,15,54,8
11/13/2022,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,34,8,52,13
11/13/2023,72,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,42,25,72,23
11/13/2024,39,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,34,9,39,6
11/14/2018,371,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,25,11,140,371,34
11/14/2019,69,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,8,45,36,69,19
11/14/2020,65,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,23,14,65,20
11/14/2021,60,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,18,13,60,8
11/14/2022,56,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,33,16,56,24
11/14/2023,90,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,41,23,90,18
11/14/2024,34,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,34,9,34,8
11/15/2018,462,PM2.5,Chico-East Avenue,06-007-0008,AQS,36,7,192,462,36
11/15/2019,66,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,38,25,66,20
11/15/2020,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,32,14,52,9
11/15/2021,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,13,9,52,6
11/15/2022,53,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,40,14,53,19
11/15/2023,56,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,35,18,56,18
11/15/2024,37,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,31,6,37,11
11/16/2018,682,PM2.5,Chico-East Avenue,06-007-0008,AQS,42,18,332,682,48
11/16/2019,65,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,41,27,65,17
11/16/2020,69,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,35,22,69,16
11/16/2021,58,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,25,12,58,11
11/16/2022,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,38,16,52,20
11/16/2023,53,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,34,12,53,14
11/16/2024,57,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,31,11,57,19
11/17/2018,299,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,39,16,131,299,39
11/17/2019,71,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,46,25,71,23
11/17/2020,70,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,38,20,70,11
11/17/2021,68,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,23,23,68,10
11/17/2022,64,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,39,21,64,24
11/17/2023,54,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,32,15,54,19
11/17/2024,56,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,32,10,56,11
11/18/2018,218,PM2.5,Chico-East Avenue,06-007-0008,AQS,18,26,106,218,35
11/18/2019,77,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,46,33,77,32
11/18/2020,26,Ozone,Paradise - Airport,06-007-0007,AQS,2,26,7,18,6
11/18/2021,81,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,25,28,81,10
11/18/2022,61,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,39,20,61,23
11/18/2023,33,Ozone,Paradise-Clark,06-007-2003,AQS,6,33,5,31,2
11/18/2024,60,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,37,14,60,24
11/19/2018,172,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,16,18,70,172,35
11/19/2019,59,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,41,43,59,25
11/19/2020,77,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,29,8,77,11
11/19/2021,66,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,32,19,66,8
11/19/2022,57,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,36,14,57,21
11/19/2023,37,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,36,2,37,8
11/19/2024,66,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,35,19,66,16
11/20/2018,177,PM2.5,Chico-East Avenue,06-007-0008,AQS,16,27,90,177,44
11/20/2019,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,35,27,51,17
11/20/2020,110,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,30,16,110,17
11/20/2021,41,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,33,9,41,10
11/20/2022,71,PM2.5,Chico-East Avenue,06-007-0008,AQS,13,35,20,71,18
11/20/2023,37,Ozone,Paradise-Clark,06-007-2003,AQS,5,37,7,33,16
11/20/2024,43,Ozone,Paradise-Clark,06-007-2003,AQS,2,43,6,22,4
11/21/2018,116,PM2.5,Chico-East Avenue,06-007-0008,AQS,16,23,47,116,25
11/21/2019,66,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,36,34,66,26
11/21/2020,72,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,31,25,72,19
11/21/2021,59,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,32,17,59,13
11/21/2022,78,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,37,28,78,25
11/21/2023,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,32,15,55,18
11/21/2024,42,Ozone,Paradise-Clark,06-007-2003,AQS,2,42,0,17,1
11/22/2018,38,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,27,8,38,4
11/22/2019,105,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,38,44,105,31
11/22/2020,77,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,11,29,21,77,14
11/22/2021,69,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,10,27,20,69,15
11/22/2022,87,PM2.5,Chico-East Avenue,06-007-0008,AQS,11,36,33,87,27
11/22/2023,74,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,9,27,22,74,18
11/22/2024,35,Ozone,Paradise-Clark,06-007-2003,AQS,2,35,3,17,2
11/23/2018,33,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,25,5,33,3
11/23/2019,73,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,31,26,73,23
11/23/2020,85,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,32,19,85,17
11/23/2021,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,38,13,53,8
11/23/2022,62,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,39,20,62,21
11/23/2023,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,33,8,55,8
11/23/2024,35,Ozone,Chico-East Avenue,06-007-0008,AQS,2,35,2,19,5
11/24/2018,47,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,26,10,47,13
11/24/2019,77,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,8,34,27,77,29
11/24/2020,80,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,32,17,80,16
11/24/2021,47,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,37,8,47,13
11/24/2022,64,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,43,19,64,21
11/24/2023,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,33,11,55,19
11/24/2024,37,Ozone,Chico-East Avenue,06-007-0008,AQS,2,37,4,23,5
11/25/2018,57,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,17,15,57,13
11/25/2019,63,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,8,37,43,63,14
11/25/2020,43,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,31,15,43,8
11/25/2021,77,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,33,26,77,12
11/25/2022,69,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,42,24,69,25
11/25/2023,59,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,31,13,59,17
11/25/2024,33,Ozone,Chico-East Avenue,06-007-0008,AQS,2,33,5,15,8
11/26/2018,77,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,9,25,77,21
11/26/2019,62,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,36,19,62,23
11/26/2020,31,Ozone,Paradise - Airport,06-007-0007,AQS,3,31,7,28,12
11/26/2021,67,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,27,22,67,13
11/26/2022,50,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,10,39,14,50,16
11/26/2023,71,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,31,19,71,.
11/26/2024,31,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,31,6,31,17
11/27/2018,69,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,8,28,17,69,10
11/27/2019,45,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,30,8,45,8
11/27/2020,57,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,32,20,57,22
11/27/2021,68,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,8,31,20,68,12
11/27/2022,65,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,38,19,65,22
11/27/2023,66,PM2.5,Chico-East Avenue,06-007-0008,AQS,11,30,23,66,.
11/27/2024,50,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,29,9,50,18
11/28/2018,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,30,11,54,8
11/28/2019,33,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,33,6,33,10
11/28/2020,78,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,9,31,29,78,24
11/28/2021,67,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,31,21,67,13
11/28/2022,64,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,37,16,64,19
11/28/2023,71,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,29,23,71,25
11/28/2024,84,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,32,23,84,20
11/29/2018,30,Ozone,Chico-East Avenue,06-007-0008,AQS,5,30,6,27,21
11/29/2019,57,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,30,12,57,15
11/29/2020,98,PM2.5,Chico-East Avenue,06-007-0008,AQS,13,31,39,98,24
11/29/2021,72,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,8,26,25,72,12
11/29/2022,54,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,36,20,54,25
11/29/2023,69,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,8,33,27,69,24
11/29/2024,79,PM2.5,Chico-East Avenue,06-007-0008,AQS,13,31,24,79,21
11/30/2018,51,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,22,15,51,20
11/30/2019,66,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,32,14,66,15
11/30/2020,77,PM2.5,Chico-East Avenue,06-007-0008,AQS,11,33,34,77,23
11/30/2021,72,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,34,31,72,17
11/30/2022,54,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,37,22,54,19
11/30/2023,72,PM2.5,Chico-East Avenue,06-007-0008,AQS,11,32,24,72,16
11/30/2024,72,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,34,20,72,16
12/13/2018,74,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,26,29,74,30
12/13/2019,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,31,11,52,8
12/13/2020,48,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,27,8,48,8
12/13/2021,38,Ozone,Chico-East Avenue,06-007-0008,AQS,2,38,4,23,5
12/13/2022,67,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,32,19,67,17
12/13/2023,69,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,34,.,69,25
12/13/2024,39,Ozone,Paradise-Clark,06-007-2003,AQS,2,39,4,19,5
12/14/2018,80,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,23,28,80,15
12/14/2019,34,Ozone,Paradise - Airport,06-007-0007,AQS,2,34,6,27,12
12/14/2020,46,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,27,9,46,9
12/14/2021,37,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,36,7,37,.
12/14/2022,66,PM2.5,Chico-East Avenue,06-007-0008,AQS,11,27,18,66,16
12/14/2023,73,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,11,28,.,73,18
12/14/2024,40,Ozone,Paradise-Clark,06-007-2003,AQS,3,40,2,16,11
12/15/2018,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,20,13,55,13
12/15/2019,57,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,32,13,57,14
12/15/2020,69,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,25,20,69,12
12/15/2021,32,Ozone,Paradise - Airport,06-007-0007,AQS,5,32,5,21,6
12/15/2022,59,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,38,15,59,15
12/15/2023,77,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,29,.,77,18
12/15/2024,42,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,29,8,42,10
12/16/2018,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,30,9,55,6
12/16/2019,60,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,32,17,60,25
12/16/2020,68,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,24,20,68,8
12/16/2021,32,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,29,6,32,9
12/16/2022,66,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,9,34,19,66,21
12/16/2023,82,PM2.5,Chico-East Avenue,06-007-0008,AQS,15,31,28,82,21
12/16/2024,39,Ozone,Paradise-Clark,06-007-2003,AQS,3,39,4,28,7
12/17/2018,46,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,31,13,46,22
12/17/2019,66,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,31,20,66,16
12/17/2020,57,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,31,8,57,8
12/17/2021,63,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,30,19,63,15
12/17/2022,84,PM2.5,Chico-East Avenue,06-007-0008,AQS,14,32,26,84,19
12/17/2023,87,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,11,31,19,87,17
12/17/2024,31,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,31,6,31,8
12/18/2018,41,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,27,13,41,19
12/18/2019,58,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,8,34,10,58,13
12/18/2020,57,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,31,14,57,.
12/18/2021,54,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,19,11,54,8
12/18/2022,96,PM2.5,Chico-East Avenue,06-007-0008,AQS,14,29,32,96,22
12/18/2023,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,31,6,52,9
12/18/2024,61,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,31,16,61,12
12/19/2018,46,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,21,15,46,16
12/19/2019,53,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,34,14,53,14
12/19/2020,82,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,28,26,82,12
12/19/2021,58,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,20,10,58,6
12/19/2022,73,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,17,17,73,8
12/19/2023,34,Ozone,Paradise-Clark,06-007-2003,AQS,2,34,3,24,3
12/19/2024,58,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,24,13,58,8
12/20/2018,61,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,16,18,61,11
12/20/2019,61,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,31,20,61,18
12/20/2020,111,PM2.5,Chico-East Avenue,06-007-0008,AQS,16,28,39,111,13
12/20/2021,69,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,32,18,69,11
12/20/2022,78,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,14,25,78,20
12/20/2023,33,Ozone,Paradise-Clark,06-007-2003,AQS,3,33,6,19,17
12/20/2024,31,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,22,5,31,7
12/21/2018,56,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,19,8,56,10
12/21/2019,77,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,33,30,77,18
12/21/2020,87,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,24,31,87,12
12/21/2021,80,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,31,23,80,10
12/21/2022,88,PM2.5,Chico-East Avenue,06-007-0008,AQS,11,27,31,88,20
12/21/2023,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,19,14,52,15
12/21/2024,46,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,31,5,46,8
12/22/2018,49,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,9,13,49,14
12/22/2019,48,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,8,36,9,48,12
12/22/2020,61,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,37,17,61,9
12/22/2021,56,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,29,10,56,11
12/22/2022,83,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,.,29,83,.
12/22/2023,43,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,27,10,43,9
12/22/2024,31,Ozone,Paradise-Clark,06-007-2003,AQS,2,31,5,29,6
12/23/2018,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,6,12,55,8
12/23/2019,53,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,33,11,53,18
12/23/2020,57,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,36,17,57,16
12/23/2021,31,Ozone,Paradise - Airport,06-007-0007,AQS,3,31,6,25,6
12/23/2022,82,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,23,25,82,14
12/23/2023,54,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,26,12,54,16
12/23/2024,32,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,31,6,32,6
12/24/2018,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,15,9,55,11
12/24/2019,61,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,26,17,61,20
12/24/2020,98,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,31,36,98,15
12/24/2021,33,Ozone,Chico-East Avenue,06-007-0008,AQS,2,33,6,26,3
12/24/2022,79,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,22,26,79,14
12/24/2023,66,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,22,16,66,14
12/24/2024,56,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,39,11,56,17
12/25/2018,34,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,25,10,34,15
12/25/2019,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,35,7,52,7
12/25/2020,67,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,8,31,19,67,11
12/25/2021,33,Ozone,Chico-East Avenue,06-007-0008,AQS,2,33,5,21,3
12/25/2022,109,PM2.5,Chico-East Avenue,06-007-0008,AQS,11,20,27,109,7
12/25/2023,84,PM2.5,Chico-East Avenue,06-007-0008,AQS,13,18,27,84,13
12/25/2024,58,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,33,10,58,14
12/26/2018,54,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,17,16,54,18
12/26/2019,35,Ozone,Paradise - Airport,06-007-0007,AQS,3,35,6,29,14
12/26/2020,33,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,31,9,33,13
12/26/2021,32,Ozone,Paradise - Airport,06-007-0007,AQS,2,32,3,19,4
12/26/2022,58,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,36,13,58,6
12/26/2023,64,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,19,19,64,16
12/26/2024,37,Ozone,Paradise-Clark,06-007-2003,AQS,2,37,2,18,2
12/27/2018,50,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,31,15,50,18
12/27/2019,62,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,36,16,62,20
12/27/2020,44,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,31,10,44,9
12/27/2021,33,Ozone,Chico-East Avenue,06-007-0008,AQS,3,33,6,24,13
12/27/2022,35,Ozone,Paradise - Airport,06-007-0007,AQS,5,35,6,20,3
12/27/2023,63,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,37,14,63,10
12/27/2024,36,Ozone,Paradise-Clark,06-007-2003,AQS,1,36,3,22,3
12/28/2018,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,30,18,55,21
12/28/2019,77,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,35,25,77,24
12/28/2020,58,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,31,15,58,16
12/28/2021,34,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,31,6,34,11
12/28/2022,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,30,17,52,17
12/28/2023,39,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,33,7,39,8
12/28/2024,32,Ozone,Paradise-Clark,06-007-2003,AQS,1,32,3,30,1
12/29/2018,81,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,23,31,81,23
12/29/2019,73,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,30,19,73,13
12/29/2020,60,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,33,19,60,17
12/29/2021,36,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,31,6,36,11
12/29/2022,34,Ozone,Paradise - Airport,06-007-0007,AQS,6,34,4,18,6
12/29/2023,42,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,38,6,42,7
12/29/2024,37,Ozone,Chico-East Avenue,06-007-0008,AQS,2,37,2,17,5
12/30/2018,88,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,23,31,88,25
12/30/2019,60,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,36,14,60,18
